Date,City,Temperature_C_max,Temperature_C_min,Dew_Point_C_mean,Relative_Humidity_Pct_mean,Snow_On_Ground_cm_mean,Wind_Speed_kmh_mean,Max_Gust_Speed_kmh_max,Station_Pressure_kPa_mean,Cooling_Degree_Days_sum,Heating_Degree_Days_sum,Wind_Chill_mean
2010-01-13,Edmonton,0.0,-11.1,-6.8375,96.125,17.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,23.6,-14.395901073136784
2010-01-14,Edmonton,1.8,-11.0,-6.570833333333333,87.33333333333333,17.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,22.6,-14.395901073136784
2010-01-15,Edmonton,5.0,-3.6,-2.2958333333333334,76.54166666666667,17.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,17.3,-14.395901073136784
2010-01-16,Edmonton,2.7,-6.2,-4.616666666666666,70.75,17.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,19.8,-14.395901073136784
2010-01-17,Edmonton,-2.5,-7.4,-6.345833333333334,83.33333333333333,17.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,23.0,-14.395901073136784
2010-01-18,Edmonton,-2.6,-10.3,-8.025,96.625,17.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,24.5,-14.395901073136784
2010-01-19,Edmonton,0.0,-12.9,-10.295833333333333,92.08333333333331,17.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,24.5,-14.395901073136784
2010-01-20,Edmonton,-8.9,-13.9,-11.704166666666666,97.66666666666669,17.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,29.4,-14.395901073136784
2010-01-21,Edmonton,-7.8,-8.9,-8.225,100.0,18.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,26.4,-14.395901073136784
2010-01-22,Edmonton,-5.2,-8.0,-6.3375,99.83333333333331,18.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,24.6,-14.395901073136784
2010-01-23,Edmonton,-5.7,-8.3,-6.908333333333334,97.45833333333331,20.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,25.0,-14.395901073136784
2010-01-24,Edmonton,-8.2,-12.6,-11.445833333333333,91.66666666666669,21.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,28.4,-14.395901073136784
2010-01-25,Edmonton,-12.6,-15.4,-14.925,90.83333333333331,22.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,32.0,-14.395901073136784
2010-01-26,Edmonton,-14.2,-20.0,-17.5625,92.91666666666669,22.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,35.1,-14.395901073136784
2010-01-27,Edmonton,-10.0,-21.3,-18.904166666666665,85.125,22.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,33.7,-14.395901073136784
2010-01-28,Edmonton,-8.4,-18.3,-16.3875,84.95833333333333,22.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,31.4,-14.395901073136784
2010-01-29,Edmonton,-10.3,-15.7,-14.554166666666667,85.91666666666667,22.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,31.0,-14.395901073136784
2010-01-30,Edmonton,-9.9,-12.1,-11.9875,89.125,22.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,29.0,-14.395901073136784
2010-01-31,Edmonton,-10.2,-13.4,-13.141666666666666,89.45833333333333,21.0,9.034025005694009,42.73913043478261,93.5084732325879,0.0,29.8,-14.395901073136784
2010-02-01,Edmonton,-6.3,-10.7,-10.2375,89.41666666666667,20.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,26.5,-15.84020986878021
2010-02-02,Edmonton,-7.4,-10.3,-9.708333333333334,94.91666666666669,20.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,26.9,-15.84020986878021
2010-02-03,Edmonton,-4.9,-9.4,-6.925,97.375,21.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,25.2,-15.84020986878021
2010-02-04,Edmonton,-6.8,-13.0,-9.933333333333334,96.91666666666669,21.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,27.9,-15.84020986878021
2010-02-05,Edmonton,-8.2,-16.2,-13.795833333333334,91.54166666666669,21.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,30.2,-15.84020986878021
2010-02-06,Edmonton,-7.0,-21.0,-14.2,95.20833333333331,21.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,32.0,-15.84020986878021
2010-02-07,Edmonton,-6.1,-7.6,-7.058333333333334,99.08333333333331,21.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,24.9,-15.84020986878021
2010-02-08,Edmonton,-5.8,-7.3,-7.383333333333333,95.54166666666669,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,24.6,-15.84020986878021
2010-02-09,Edmonton,-2.2,-9.0,-8.125,91.16666666666669,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,23.6,-15.84020986878021
2010-02-10,Edmonton,2.0,-9.8,-5.483333333333333,94.66666666666669,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,21.9,-15.84020986878021
2010-02-11,Edmonton,-1.5,-13.0,-9.054166666666667,92.79166666666669,18.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,25.3,-15.84020986878021
2010-02-12,Edmonton,-8.8,-18.0,-13.391666666666666,94.875,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,31.4,-15.84020986878021
2010-02-13,Edmonton,-6.2,-10.4,-10.275,87.04166666666667,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,26.3,-15.84020986878021
2010-02-14,Edmonton,-5.1,-12.0,-10.808333333333332,85.95833333333333,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,26.6,-15.84020986878021
2010-02-15,Edmonton,4.7,-8.2,-4.779166666666667,84.125,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,19.8,-15.84020986878021
2010-02-16,Edmonton,1.2,-10.7,-6.308333333333334,94.79166666666669,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,22.8,-15.84020986878021
2010-02-17,Edmonton,1.7,-5.8,-2.7541666666666664,96.16666666666669,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,20.1,-15.84020986878021
2010-02-18,Edmonton,1.9,-5.5,-5.395833333333333,77.75,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,19.8,-15.84020986878021
2010-02-19,Edmonton,-2.3,-10.9,-7.625,89.66666666666667,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,24.6,-15.84020986878021
2010-02-20,Edmonton,-6.1,-12.2,-9.895833333333334,97.45833333333331,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,27.2,-15.84020986878021
2010-02-21,Edmonton,0.7,-14.1,-9.629166666666666,84.70833333333333,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,24.7,-15.84020986878021
2010-02-22,Edmonton,-5.3,-9.8,-8.579166666666667,98.875,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,25.6,-15.84020986878021
2010-02-23,Edmonton,-4.8,-9.4,-8.304166666666665,96.66666666666669,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,25.1,-15.84020986878021
2010-02-24,Edmonton,4.5,-9.5,-6.7125,82.41666666666667,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,20.5,-15.84020986878021
2010-02-25,Edmonton,5.4,-6.0,-4.541666666666667,79.20833333333333,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,18.3,-15.84020986878021
2010-02-26,Edmonton,7.7,-6.4,-5.5,69.45833333333333,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,17.3,-15.84020986878021
2010-02-27,Edmonton,0.7,-5.3,-4.575,85.66666666666667,19.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,20.3,-15.84020986878021
2010-02-28,Edmonton,7.0,-5.3,-2.954166666666667,85.54166666666667,18.0,9.602234485185015,39.77570093457944,93.54511764263799,0.0,17.1,-15.84020986878021
2010-03-01,Edmonton,5.7,-3.5,-1.679166666666667,82.04166666666667,18.0,10.245681393174381,39.90983606557377,93.49986898083218,0.0,16.9,-9.65694595279213
2010-03-02,Edmonton,2.9,-2.4,-1.7458333333333331,87.29166666666667,16.0,10.245681393174381,39.90983606557377,93.49986898083218,0.0,17.7,-9.65694595279213
2010-03-03,Edmonton,7.1,-6.0,-1.9833333333333327,86.66666666666667,16.0,10.245681393174381,39.90983606557377,93.49986898083218,0.0,17.4,-9.65694595279213
2010-03-04,Edmonton,8.7,-2.8,-0.5708333333333333,81.625,14.0,10.245681393174381,39.90983606557377,93.49986898083218,0.0,15.0,-9.65694595279213
2010-03-05,Edmonton,8.6,-2.3,-0.8125,82.20833333333333,11.0,10.245681393174381,39.90983606557377,93.49986898083218,0.0,14.8,-9.65694595279213
2010-03-06,Edmonton,10.2,-3.5,-2.575,72.375,8.0,10.245681393174381,39.90983606557377,93.49986898083218,0.0,14.6,-9.65694595279213
2010-03-07,Edmonton,8.6,-3.4,-1.2916666666666667,82.91666666666667,5.0,10.245681393174381,39.90983606557377,93.49986898083218,0.0,15.4,-9.65694595279213
2010-03-08,Edmonton,3.3,-4.5,-5.333333333333333,72.33333333333333,2.0,10.245681393174381,39.90983606557377,93.49986898083218,0.0,18.6,-9.65694595279213
2010-03-09,Edmonton,2.0533604887983707,-6.6,-9.471428571428572,57.76190476190476,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,20.919755600814664,-9.65694595279213
2010-03-10,Edmonton,3.5,-6.0,-6.370833333333334,76.0,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,19.3,-9.65694595279213
2010-03-11,Edmonton,5.8,-6.1,-5.854166666666667,67.45833333333333,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,18.2,-9.65694595279213
2010-03-12,Edmonton,8.9,-4.7,-2.779166666666667,71.41666666666667,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,15.9,-9.65694595279213
2010-03-13,Edmonton,5.5,-1.8,-5.775,60.708333333333336,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,16.1,-9.65694595279213
2010-03-14,Edmonton,7.3,-3.7,-2.9291666666666667,71.33333333333333,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,16.2,-9.65694595279213
2010-03-15,Edmonton,12.0,-0.5,-1.6583333333333334,64.70833333333333,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,12.2,-9.65694595279213
2010-03-16,Edmonton,12.0,1.5,0.7791666666666667,68.16666666666667,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,11.2,-9.65694595279213
2010-03-17,Edmonton,10.6,-1.3,-0.1999999999999999,73.58333333333333,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,13.3,-9.65694595279213
2010-03-18,Edmonton,3.7,-4.7,-2.9875000000000003,86.125,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,18.5,-9.65694595279213
2010-03-19,Edmonton,3.6,-9.3,-8.366666666666667,67.66666666666667,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,20.9,-9.65694595279213
2010-03-20,Edmonton,10.3,-0.8,-6.141666666666667,50.583333333333336,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,13.2,-9.65694595279213
2010-03-21,Edmonton,6.7,-2.8,-1.870833333333333,78.45833333333333,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,16.0,-9.65694595279213
2010-03-22,Edmonton,0.3,-8.8,-7.720833333333334,85.41666666666667,1.0,10.245681393174381,39.90983606557377,93.49986898083218,0.0,22.3,-9.65694595279213
2010-03-23,Edmonton,-0.7,-3.9,-3.608333333333333,90.41666666666669,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,20.3,-9.65694595279213
2010-03-24,Edmonton,-3.3,-10.3,-9.308333333333334,84.91666666666667,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,24.8,-9.65694595279213
2010-03-25,Edmonton,5.1,-5.4,-3.475,86.625,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,18.2,-9.65694595279213
2010-03-26,Edmonton,3.9,-4.7,-2.1625,92.08333333333331,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,18.4,-9.65694595279213
2010-03-27,Edmonton,13.9,-1.3,-0.85,67.0,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,11.7,-9.65694595279213
2010-03-28,Edmonton,14.8,3.1,-1.4208333333333334,52.04166666666666,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,9.0,-9.65694595279213
2010-03-29,Edmonton,15.6,-0.7,-0.3166666666666667,66.91666666666667,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,10.5,-9.65694595279213
2010-03-30,Edmonton,11.3,2.2,-4.141666666666667,50.16666666666666,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,11.2,-9.65694595279213
2010-03-31,Edmonton,11.0,1.1,-5.970833333333334,44.25,20.023923444976077,10.245681393174381,39.90983606557377,93.49986898083218,0.0,11.9,-9.65694595279213
2010-04-01,Edmonton,9.2,-2.5,-6.45,51.625,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,14.6,-5.534588673069625
2010-04-02,Edmonton,12.0,-4.0,-8.879166666666666,42.5,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,14.0,-5.534588673069625
2010-04-03,Edmonton,12.5,-1.5,-6.8625,43.458333333333336,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,12.5,-5.534588673069625
2010-04-04,Edmonton,11.0,1.1,-5.025,50.29166666666666,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,11.9,-5.534588673069625
2010-04-05,Edmonton,12.8,-3.6,-9.375,39.333333333333336,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,13.4,-5.534588673069625
2010-04-06,Edmonton,13.0,1.6,-8.512500000000001,32.625,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,10.7,-5.534588673069625
2010-04-07,Edmonton,15.2,-0.9,-6.645833333333333,37.125,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,10.8,-5.534588673069625
2010-04-08,Edmonton,13.8,-1.9,-3.9,58.08695652173913,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,12.0,-5.534588673069625
2010-04-09,Edmonton,5.2,-0.8,-7.841666666666666,50.458333333333336,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,15.8,-5.534588673069625
2010-04-10,Edmonton,1.8,-5.4,-8.112499999999999,57.0,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,19.8,-5.534588673069625
2010-04-11,Edmonton,3.7,-7.9,-8.445833333333333,64.625,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,20.1,-5.534588673069625
2010-04-12,Edmonton,8.0,-6.3,-4.091666666666667,67.79166666666667,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,17.1,-5.534588673069625
2010-04-13,Edmonton,4.7,1.1,0.9458333333333332,88.875,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,15.1,-5.534588673069625
2010-04-14,Edmonton,14.9,0.8,-1.6875,59.875,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,10.1,-5.534588673069625
2010-04-15,Edmonton,15.7,-1.7,-7.329166666666667,41.208333333333336,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,11.0,-5.534588673069625
2010-04-16,Edmonton,20.9,1.7,-2.208333333333333,44.41666666666666,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,6.7,-5.534588673069625
2010-04-17,Edmonton,22.8,2.4,1.3916666666666666,50.583333333333336,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,5.4,-5.534588673069625
2010-04-18,Edmonton,22.8,4.7,1.6083333333333334,47.583333333333336,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,4.2,-5.534588673069625
2010-04-19,Edmonton,23.2,9.0,2.6125000000000003,40.75,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,1.9,-5.534588673069625
2010-04-20,Edmonton,23.5,9.6,4.658333333333333,45.958333333333336,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,1.4,-5.534588673069625
2010-04-21,Edmonton,24.5,10.6,3.5,41.375,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,0.4,-5.534588673069625
2010-04-22,Edmonton,16.3,4.2,2.9416666666666664,64.70833333333333,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,7.7,-5.534588673069625
2010-04-23,Edmonton,11.5,2.7,1.8291666666666664,75.66666666666667,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,10.9,-5.534588673069625
2010-04-24,Edmonton,7.8,-0.5,0.95,84.41666666666667,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,14.3,-5.534588673069625
2010-04-25,Edmonton,9.5,1.1,-0.2749999999999999,72.45833333333333,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,12.7,-5.534588673069625
2010-04-26,Edmonton,11.7,0.1,-0.2666666666666666,64.41666666666667,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,12.1,-5.534588673069625
2010-04-27,Edmonton,12.6,3.6,0.0833333333333333,60.333333333333336,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,9.9,-5.534588673069625
2010-04-28,Edmonton,6.3,4.0,4.7250000000000005,98.0,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,12.8,-5.534588673069625
2010-04-29,Edmonton,10.0,1.2,0.6833333333333335,76.75,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,12.4,-5.534588673069625
2010-04-30,Edmonton,14.2,-1.4,0.1999999999999999,67.58333333333333,7.040983606557377,12.599334139559133,43.05314009661836,93.52083647762835,0.0,11.6,-5.534588673069625
2010-05-01,Edmonton,13.2,0.9,1.6583333333333332,68.91666666666667,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,10.9,-3.7451851851851847
2010-05-02,Edmonton,12.8,4.6,2.0166666666666666,66.33333333333333,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,9.3,-3.7451851851851847
2010-05-03,Edmonton,10.1,3.8,3.875,86.04166666666667,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,11.0,-3.7451851851851847
2010-05-04,Edmonton,4.0,-1.6,-0.3041666666666666,95.875,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,16.8,-3.7451851851851847
2010-05-05,Edmonton,2.6,-3.7,-3.7125,79.20833333333333,5.0,12.441915311269144,42.008620689655174,93.52443691386509,0.0,18.6,-3.7451851851851847
2010-05-06,Edmonton,4.9,-1.3,-1.2041666666666668,80.58333333333333,3.0,12.441915311269144,42.008620689655174,93.52443691386509,0.0,16.2,-3.7451851851851847
2010-05-07,Edmonton,9.2,1.8,-1.225,65.25,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,12.5,-3.7451851851851847
2010-05-08,Edmonton,12.6,-0.4,-1.7791666666666668,57.333333333333336,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,11.9,-3.7451851851851847
2010-05-09,Edmonton,12.1,2.6,1.075,69.25,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,10.6,-3.7451851851851847
2010-05-10,Edmonton,15.0,1.2,0.1625,61.79166666666666,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,9.9,-3.7451851851851847
2010-05-11,Edmonton,16.7,1.4,-0.975,48.66666666666666,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,8.9,-3.7451851851851847
2010-05-12,Edmonton,21.0,4.1,-1.6375,38.66666666666666,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,5.4,-3.7451851851851847
2010-05-13,Edmonton,18.9,9.3,-1.1666666666666667,36.25,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,3.9,-3.7451851851851847
2010-05-14,Edmonton,21.4,6.6,0.7458333333333335,41.0,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,4.0,-3.7451851851851847
2010-05-15,Edmonton,23.2,7.6,1.175,38.0,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,2.6,-3.7451851851851847
2010-05-16,Edmonton,25.8,10.1,3.991666666666666,39.125,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,0.0,-3.7451851851851847
2010-05-17,Edmonton,26.0,11.7,5.308333333333334,39.458333333333336,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.9,0.0,-3.7451851851851847
2010-05-18,Edmonton,30.3,16.4,8.258333333333333,44.75,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,5.4,0.0,-3.7451851851851847
2010-05-19,Edmonton,20.7,12.1,12.2625,76.91666666666667,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,1.6,-3.7451851851851847
2010-05-20,Edmonton,13.6,5.3,11.0,98.95833333333331,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,8.5,-3.7451851851851847
2010-05-21,Edmonton,5.5,2.1,3.766666666666667,99.45833333333331,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,14.2,-3.7451851851851847
2010-05-22,Edmonton,6.0,1.2,2.775,93.95833333333331,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,14.4,-3.7451851851851847
2010-05-23,Edmonton,8.8,1.7,3.0875,89.08333333333333,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,12.7,-3.7451851851851847
2010-05-24,Edmonton,16.6,2.9,4.775,73.25,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,8.2,-3.7451851851851847
2010-05-25,Edmonton,17.1,6.8,5.341666666666666,66.29166666666667,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,6.0,-3.7451851851851847
2010-05-26,Edmonton,18.2,6.7,3.7291666666666665,54.583333333333336,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,5.5,-3.7451851851851847
2010-05-27,Edmonton,16.3,6.5,2.0875,52.91666666666666,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,6.6,-3.7451851851851847
2010-05-28,Edmonton,11.0,5.6,2.95,74.66666666666667,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,9.7,-3.7451851851851847
2010-05-29,Edmonton,6.9,0.4,1.9541666666666664,90.875,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,14.3,-3.7451851851851847
2010-05-30,Edmonton,8.0,0.3,2.9333333333333336,97.04166666666669,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,13.8,-3.7451851851851847
2010-05-31,Edmonton,11.3,3.2,3.8541666666666665,80.41666666666667,0.3225806451612903,12.441915311269144,42.008620689655174,93.52443691386509,0.0,10.7,-3.7451851851851847
2010-06-01,Edmonton,15.5,3.9,4.570833333333334,68.75,0.3298647242455775,12.062373737373738,43.15584415584416,93.38019581686429,0.0,8.3,-3.749876543209876
2010-06-02,Edmonton,21.5,6.7,8.075000000000001,67.91666666666667,0.33714880332986474,12.062373737373738,43.15584415584416,93.38019581686429,0.0,3.9,-3.7545679012345676
2010-06-03,Edmonton,17.6,9.9,9.470833333333331,78.45833333333333,0.34443288241415193,12.062373737373738,43.15584415584416,93.38019581686429,0.0,4.2,-3.7592592592592586
2010-06-04,Edmonton,19.0,8.2,3.404166666666667,50.583333333333336,0.3517169614984391,12.062373737373738,43.15584415584416,93.38019581686429,0.0,4.4,-3.76395061728395
2010-06-05,Edmonton,20.3,8.3,6.591666666666666,61.958333333333336,0.3590010405827263,12.062373737373738,43.15584415584416,93.38019581686429,0.0,3.7,-3.7686419753086415
2010-06-06,Edmonton,22.3,8.3,5.1000000000000005,51.79166666666666,0.36628511966701355,12.062373737373738,43.15584415584416,93.38019581686429,0.0,2.7,-3.773333333333333
2010-06-07,Edmonton,16.5,10.0,9.920833333333333,83.54166666666667,0.37356919875130074,12.062373737373738,43.15584415584416,93.38019581686429,0.0,4.7,-3.7780246913580244
2010-06-08,Edmonton,14.2,7.4,7.504166666666666,83.25,0.3808532778355879,12.062373737373738,43.15584415584416,93.38019581686429,0.0,7.2,-3.7827160493827154
2010-06-09,Edmonton,12.3,7.6,8.049999999999999,90.08333333333331,0.38813735691987516,12.062373737373738,43.15584415584416,93.38019581686429,0.0,8.0,-3.787407407407407
2010-06-10,Edmonton,15.0,7.6,6.9625,80.375,0.39542143600416235,12.062373737373738,43.15584415584416,93.38019581686429,0.0,6.7,-3.7920987654320983
2010-06-11,Edmonton,19.7,5.8,5.483333333333333,63.75,0.40270551508844954,12.062373737373738,43.15584415584416,93.38019581686429,0.0,5.2,-3.79679012345679
