Date,Temperature_C_mean,Temperature_C_max,Temperature_C_min,Relative_Humidity_Pct_mean,Precip_Amount_mm_sum
2010-12-31,4.238736263736264,8.993131868131869,-0.5346153846153847,76.39340822221257,320.8
2011-12-31,4.02054794520548,9.05013698630137,-1.0227397260273974,74.08343711083437,295.0
2012-12-31,4.272677595628415,9.128415300546449,-0.592896174863388,75.4968470341332,270.8
2013-12-31,3.912637362637363,8.928296703296704,-1.1131868131868132,77.69159113934415,350.2
2014-12-31,3.744383561643836,8.756164383561643,-1.2841095890410958,73.5987895043818,0.0
2015-12-31,5.766111111111112,11.2475,0.2619444444444444,61.19447219447219,221.8
2016-12-31,6.062430939226519,11.108011049723755,0.9958563535911602,68.92237932538528,489.5
2017-12-31,4.697520661157025,9.813223140495868,-0.4360881542699725,68.06993851559069,376.3
2018-12-31,4.095567867036011,9.421052631578949,-1.2180055401662049,65.64508310249307,357.9
2019-12-31,3.613573407202216,8.744044321329639,-1.5138504155124657,68.57029085872576,463.0
2020-12-31,4.118956043956044,9.225549450549453,-0.9903846153846154,65.68978937728937,498.7
2021-12-31,4.962962962962963,10.406172839506173,-0.487037037037037,61.46502057613169,248.8
2022-12-31,4.963025210084034,10.14453781512605,-0.2156862745098039,62.36531279178338,356.0
2023-12-31,6.456232686980609,11.660941828254847,1.2554016620498614,63.47586213818299,376.0
2024-12-31,5.110164835164835,9.98324175824176,0.2376373626373626,65.16918498168498,373.5
2025-12-31,8.007553956834531,13.78956834532374,2.2280575539568344,61.12389219059535,244.6
