Date,Temperature_C_mean,Temperature_C_max,Temperature_C_min,Relative_Humidity_Pct_mean,Precip_Amount_mm_sum
2010-12-31,5.316176470588236,10.781470588235294,-0.1702941176470588,74.78328392621872,583.0
2011-12-31,3.176417910447761,8.874626865671642,-2.5286567164179106,74.78328392621872,463.5
2012-12-31,4.192634560906516,10.109631728045326,-1.7396600566572238,74.78328392621872,349.1
2013-12-31,1.4924791086350977,7.443454038997214,-4.4643454038997215,74.78328392621872,370.7
2014-12-31,1.3850828729281768,7.033425414364641,-4.270994475138122,73.62648567102687,448.8
2015-12-31,4.372099447513812,10.269613259668509,-1.5417127071823205,73.41228167390175,473.7
2016-12-31,4.566483516483516,9.821428571428571,-0.7098901098901098,76.0127442002442,535.8
2017-12-31,3.2857142857142856,8.933053221288516,-2.373109243697479,72.2405462184874,326.5
2018-12-31,2.49887323943662,8.349577464788732,-3.341408450704225,70.8987089201878,350.2
2019-12-31,1.9672222222222224,7.466944444444445,-3.530277777777778,71.26886574074075,456.5
2020-12-31,3.539502762430939,9.50193370165746,-2.4212707182320443,70.71144106813996,272.5
2021-12-31,4.667307692307692,11.004945054945056,-1.6673076923076922,67.26316391941393,384.2
2022-12-31,1.9368131868131868,7.322527472527473,-3.447252747252747,74.0989010989011,766.4
2023-12-31,4.205277777777778,9.828888888888889,-1.4233333333333331,73.07076791465379,371.5
2024-12-31,5.456077348066298,10.776519337016577,0.1276243093922651,73.47318139963168,574.1
2025-12-31,6.499636363636364,12.612727272727271,0.3778181818181818,67.1689789196311,307.9
