city,year_month,n_posts,mean_polarity,median_polarity,pct_negative,pct_positive,pct_neutral,n_posts_crime,mean_polarity_crime,median_polarity_crime,pct_negative_crime,pct_positive_crime,pct_neutral_crime
Saskatoon,2012-09,2.0,0.1798534798534799,0.1798534798534799,0.0,1.0,0.0,,,,,,
Saskatoon,2012-11,2.0,0.0823347107438016,0.0823347107438016,0.0,0.5,0.5,,,,,,
Saskatoon,2012-12,1.0,0.0713590354894702,0.0713590354894702,0.0,1.0,0.0,1.0,0.0713590354894702,0.0713590354894702,0.0,1.0,0.0
Saskatoon,2013-01,1.0,0.066626492194674,0.066626492194674,0.0,1.0,0.0,,,,,,
Saskatoon,2013-03,3.0,0.16788570226070224,0.1230902777777777,0.0,1.0,0.0,,,,,,
Saskatoon,2013-04,5.0,0.08272591171454806,0.1066666666666666,0.0,0.6,0.4,,,,,,
Saskatoon,2013-05,2.0,0.25725378787878783,0.25725378787878783,0.0,1.0,0.0,,,,,,
Saskatoon,2013-06,2.0,0.0152172232529375,0.0152172232529375,0.5,0.5,0.0,1.0,0.100943104514533,0.100943104514533,0.0,1.0,0.0
Saskatoon,2013-07,1.0,0.4812499999999999,0.4812499999999999,0.0,1.0,0.0,,,,,,
Saskatoon,2013-08,2.0,0.07327844745124155,0.07327844745124155,0.0,0.5,0.5,2.0,0.07327844745124155,0.07327844745124155,0.0,0.5,0.5
Saskatoon,2013-09,2.0,0.09969253674762145,0.09969253674762145,0.0,1.0,0.0,1.0,0.1127184068285763,0.1127184068285763,0.0,1.0,0.0
Saskatoon,2013-10,1.0,0.052304033769551,0.052304033769551,0.0,1.0,0.0,1.0,0.052304033769551,0.052304033769551,0.0,1.0,0.0
Saskatoon,2013-11,3.0,0.21673609954859954,0.1785712782587783,0.0,1.0,0.0,1.0,0.1785712782587783,0.1785712782587783,0.0,1.0,0.0
Saskatoon,2013-12,5.0,0.06743484101368714,0.0908847215818369,0.0,0.6,0.4,3.0,0.07370092549900237,0.0908847215818369,0.0,0.6666666666666666,0.3333333333333333
Winnipeg,2009-11,1.0,0.2186270903155984,0.2186270903155984,0.0,1.0,0.0,,,,,,
Winnipeg,2009-12,1.0,0.4107142857142857,0.4107142857142857,0.0,1.0,0.0,1.0,0.4107142857142857,0.4107142857142857,0.0,1.0,0.0
Winnipeg,2010-01,4.0,0.0037702014385146247,0.007283092160534899,0.0,0.25,0.75,4.0,0.0037702014385146247,0.007283092160534899,0.0,0.25,0.75
Winnipeg,2010-03,1.0,0.1076356093401548,0.1076356093401548,0.0,1.0,0.0,1.0,0.1076356093401548,0.1076356093401548,0.0,1.0,0.0
Winnipeg,2010-04,3.0,-0.0028909100896658663,-0.0118908836261777,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,-0.0028909100896658663,-0.0118908836261777,0.3333333333333333,0.3333333333333333,0.3333333333333333
Winnipeg,2010-05,6.0,0.04298595249452178,0.0295803555981421,0.16666666666666666,0.3333333333333333,0.5,4.0,0.0336609984995103,0.0295803555981421,0.0,0.25,0.75
Winnipeg,2010-06,1.0,-0.0117476851851851,-0.0117476851851851,0.0,0.0,1.0,1.0,-0.0117476851851851,-0.0117476851851851,0.0,0.0,1.0
Winnipeg,2010-08,3.0,0.056071248196248175,0.2197916666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,-0.2894444444444444,-0.2894444444444444,1.0,0.0,0.0
Winnipeg,2010-09,1.0,0.129491341991342,0.129491341991342,0.0,1.0,0.0,,,,,,
Winnipeg,2010-10,1.0,0.09375,0.09375,0.0,1.0,0.0,,,,,,
Winnipeg,2010-12,3.0,-0.0879182449494949,-0.0879182449494949,1.0,0.0,0.0,3.0,-0.0879182449494949,-0.0879182449494949,1.0,0.0,0.0
Winnipeg,2011-01,3.0,0.10925345069923383,0.0864233557607051,0.0,0.6666666666666666,0.3333333333333333,,,,,,
Winnipeg,2011-02,6.0,0.056228310809829346,0.1063773624749234,0.16666666666666666,0.8333333333333334,0.0,2.0,-0.06516837164158595,-0.06516837164158595,0.5,0.5,0.0
Winnipeg,2011-03,4.0,0.10296520499782404,0.10354274364964841,0.0,1.0,0.0,1.0,0.1000374273345702,0.1000374273345702,0.0,1.0,0.0
Winnipeg,2011-04,2.0,-0.027898511256354404,-0.027898511256354404,0.5,0.5,0.0,2.0,-0.027898511256354404,-0.027898511256354404,0.5,0.5,0.0
Winnipeg,2011-05,4.0,0.10083752824295583,0.10584172315257835,0.0,0.75,0.25,2.0,0.10584172315257835,0.10584172315257835,0.0,1.0,0.0
Winnipeg,2011-06,10.0,0.09561161011956368,0.0468360404215667,0.0,0.5,0.5,5.0,0.13113874302043962,0.1027859237536656,0.0,0.6,0.4
Winnipeg,2011-07,9.0,0.060258594025305236,0.0536525974025973,0.1111111111111111,0.5555555555555556,0.3333333333333333,2.0,-0.00666882731053855,-0.00666882731053855,0.0,0.0,1.0
Winnipeg,2011-08,4.0,-0.022084122474747454,-0.011529356060606049,0.5,0.5,0.0,1.0,0.125,0.125,0.0,1.0,0.0
Winnipeg,2011-09,2.0,0.12915064524389294,0.12915064524389294,0.0,1.0,0.0,,,,,,
Winnipeg,2011-10,10.0,-0.05934788144302555,-0.01706936141459945,0.4,0.3,0.3,5.0,-0.02185427373146672,0.0114197530864197,0.2,0.4,0.4
Winnipeg,2011-11,10.0,0.15569183392365207,0.0395901219992129,0.0,0.5,0.5,7.0,0.0626486520534139,0.0174999999999999,0.0,0.42857142857142855,0.5714285714285714
Winnipeg,2011-12,12.0,0.11365815466683522,0.07873263888888885,0.08333333333333333,0.5833333333333334,0.3333333333333333,5.0,0.04815646513979848,-0.0030162738496071,0.2,0.2,0.6
Winnipeg,2012-01,19.0,0.08375530539196925,0.1145087353123067,0.10526315789473684,0.631578947368421,0.2631578947368421,12.0,0.11738990373128821,0.13632774700789402,0.08333333333333333,0.6666666666666666,0.25
Winnipeg,2012-02,10.0,-0.01719810364276001,-0.0066263282172373,0.4,0.3,0.3,9.0,-0.012318880590721006,0.0055785123966942,0.3333333333333333,0.3333333333333333,0.3333333333333333
Winnipeg,2012-03,15.0,0.07439841226253535,0.1047459893048128,0.06666666666666667,0.7333333333333333,0.2,8.0,0.11196087706836699,0.14260205757827024,0.0,0.875,0.125
Winnipeg,2012-04,12.0,0.0892861375328214,0.0630720572063046,0.0,0.75,0.25,9.0,0.08176953487732459,0.0572595922595922,0.0,0.7777777777777778,0.2222222222222222
Winnipeg,2012-05,23.0,0.08246434170068594,0.0845621392496392,0.043478260869565216,0.782608695652174,0.17391304347826086,18.0,0.08474529285039284,0.0845621392496392,0.0,0.8888888888888888,0.1111111111111111
Winnipeg,2012-06,14.0,0.0976280514806285,0.0725511034120428,0.0,0.7142857142857143,0.2857142857142857,11.0,0.07647202470863793,0.0597089947089947,0.0,0.6363636363636364,0.36363636363636365
Winnipeg,2012-07,11.0,0.06579442618062722,0.0770564689447668,0.18181818181818182,0.6363636363636364,0.18181818181818182,7.0,0.04188588968027706,0.0644202787952787,0.2857142857142857,0.5714285714285714,0.14285714285714285
Winnipeg,2012-08,10.0,0.055019754772724125,0.06325988559919665,0.3,0.5,0.2,6.0,0.06233903063345325,0.06325988559919665,0.16666666666666666,0.5,0.3333333333333333
Winnipeg,2012-09,12.0,0.11763682617891345,0.08478251699017825,0.0,0.5833333333333334,0.4166666666666667,7.0,0.1022785831258165,0.0124999999999999,0.0,0.42857142857142855,0.5714285714285714
Winnipeg,2012-10,9.0,0.08907889605583452,0.1031104142710588,0.0,0.8888888888888888,0.1111111111111111,6.0,0.08181154526424111,0.1031104142710588,0.0,0.8333333333333334,0.16666666666666666
Winnipeg,2012-11,19.0,0.06507876072729134,0.0793209876543209,0.05263157894736842,0.5263157894736842,0.42105263157894735,12.0,0.04949466217586191,0.0465354938271604,0.08333333333333333,0.5,0.4166666666666667
Winnipeg,2012-12,10.0,0.10072125767588322,0.10195134672326225,0.0,0.7,0.3,7.0,0.08993981402546607,0.0809543135435992,0.0,0.7142857142857143,0.2857142857142857
Winnipeg,2013-01,16.0,-0.02814220011904861,-0.0263436904273461,0.4375,0.4375,0.125,11.0,0.020617709031818723,0.0623092094990415,0.2727272727272727,0.5454545454545454,0.18181818181818182
Winnipeg,2013-02,34.0,0.08898040260293387,0.08610304433221089,0.029411764705882353,0.6764705882352942,0.29411764705882354,19.0,0.07520070409231298,0.076261777438248,0.0,0.5789473684210527,0.42105263157894735
