Date,Temperature_C_mean,Temperature_C_max,Temperature_C_min,Relative_Humidity_Pct_mean,Precip_Amount_mm_sum
2010-12-31,2.908539944903581,8.57603305785124,-2.770798898071625,74.84019452520171,502.9
2011-12-31,3.1722991689750693,9.147368421052631,-2.8074792243767313,70.74553235019489,389.5
2012-12-31,3.7506887052341598,10.068044077134985,-2.575206611570248,69.11181478819819,319.6
2013-12-31,1.4732044198895027,7.684530386740332,-4.737016574585636,70.58901333173192,262.6
2014-12-31,1.6812154696132597,7.643370165745857,-4.294198895027624,71.82111751163991,561.4
2015-12-31,4.315151515151515,10.750137741046833,-2.1358126721763084,68.10662409216128,382.2
2016-12-31,5.039669421487604,11.32809917355372,-1.2663911845730027,69.55708662451433,437.1
2017-12-31,3.6311977715877433,10.44066852367688,-3.1955431754874652,64.21825145606482,151.4
2018-12-31,1.8910919540229885,8.55316091954023,-4.762931034482759,67.51568486590038,203.9
2019-12-31,1.7157024793388431,8.282093663911846,-4.853443526170799,67.22130394857668,374.8
2020-12-31,3.4329670329670328,10.31098901098901,-3.4439560439560437,64.35176282051282,202.8
2021-12-31,3.769832402234637,10.627932960893855,-3.0879888268156424,61.55877560521416,318.6
2022-12-31,2.6780898876404495,9.022191011235956,-3.6646067415730332,65.95610955056179,267.9
2023-12-31,4.288268156424581,10.64050279329609,-2.059776536312849,66.90981499473727,254.2
2024-12-31,4.141095890410959,10.766849315068493,-2.4816438356164383,65.94691780821918,331.9
2025-12-31,5.453874538745388,12.212915129151291,-1.3029520295202952,67.60826782180865,234.8
